Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                              218549             camlLm_set__fold_1403 <cycle 4> [50]
                                   1             camlOmake_cache__add_value_1934 <cycle 4> [1138]
                                  25             camlOmake_env__venv_chdir_dir_2854 <cycle 4> [771]
                                1250             camlOmake_build_util__fun_2155 <cycle 4> [494]
                                1412             camlOmake_build__save_and_finish_rule_success_1777 <cycle 4> [860]
                                2450             camlOmake_env__fixpoint_3222 <cycle 4> [1640]
                                2550             camlOmake_build__fixpoint_1561 <cycle 4> [1591]
                                2550             camlOmake_build__build_explicit_command_1419 <cycle 4> [766]
                                3150             camlOmake_rule__eval_rule_1658 <cycle 4> [220]
                                3816             camlOmake_cache__add_1838 <cycle 4> [534]
                                4074             camlOmake_build__finish_scanned_1646 <cycle 4> [870]
                                4461             camlOmake_cache__hash_index_1786 <cycle 4> [613]
                                6624             camlOmake_build__command_set_blocked_1570 <cycle 4> [437]
                0.00    0.03       1/396         camlOmake_build__create_1850 [122]
                0.00    0.03       1/396         camlOmake_env__venv_explicit_rules_3064 [165]
[50]     3.2    0.01    0.50   32365+218549  camlLm_set__fold_1403 <cycle 4> [50]
                0.00    0.33   32500/32500       camlOmake_build_util__fun_2151 [67]
                0.00    0.07   54900/54900       camlOmake_env__fun_4606 [151]
                0.01    0.03   52518/52518       camlOmake_cache__fun_2680 [200]
                0.02    0.01   57757/12369077     camlLm_map__filter_add_1360 <cycle 3> [130]
                0.01    0.00   40153/40153       camlOmake_build__fun_2928 [420]
                0.00    0.01    7600/7600        camlOmake_build__fun_2920 [471]
                0.00    0.00    7580/12369077     camlLm_set__add_1144 <cycle 3> [390]
                0.00    0.00    6350/6350        camlOmake_build__fun_2886 [498]
                0.00    0.00  218549/69787499     caml_apply2 <cycle 1> [46]
                0.00    0.00    3312/3312        camlOmake_build__fun_3004 [554]
                0.00    0.00   17604/1197089     camlLm_map__add_1378 [153]
                0.00    0.00     625/625         camlOmake_build__fun_3009 [680]
                               54900             camlList__fold_left_1073 <cycle 4> [88]
                               17604             camlOmake_cache__fun_2644 <cycle 4> [1425]
                                2687             camlOmake_build__fun_3127 <cycle 4> [230]
                                 300             camlOmake_env__fun_4291 <cycle 4> [615]
                              218549             camlLm_set__fold_1403 <cycle 4> [50]
-----------------------------------------------
                0.00    0.00      41/29529092     caml_obj_tag [1127]
                0.00    0.00    1313/29529092     caml_make_vect [579]
                0.00    0.00  241036/29529092     caml_hash [271]
                0.01    0.00  309985/29529092     caml_darken [469]
                0.03    0.00 1674072/29529092     extern_value [93]
                0.04    0.00 2196599/29529092     compare_val [105]
                0.43    0.00 25106046/29529092     mark_slice [22]
[51]     3.1    0.50    0.00 29529092         caml_page_table_lookup [51]
-----------------------------------------------
                0.00    0.00   10472/20366560     camlList__iter_1061 <cycle 4> [90]
                0.00    0.00   33797/20366560     camlOmake_node__fine_hash_1533 [201]
                0.00    0.00   33797/20366560     camlOmake_node__coarse_hash_1587 [197]
                0.03    0.00 1046790/20366560     camlOmake_node__hash_2822 [26]
                0.06    0.00 2249624/20366560     camlLm_hash_code__add_int_1028 [131]
                0.08    0.00 3194388/20366560     camlOmake_node__add_node_2806 [27]
                0.34    0.00 13797692/20366560     camlLm_hash_code__add_string_1024 [55]
[52]     3.1    0.50    0.00 20366560         camlLm_hash_code__add_truncated_bits_1015 [52]
-----------------------------------------------
                              500854             camlLm_map__fold_1788 <cycle 4> [53]
                                   1             camlOmake_ir_ast__senv_open_file_1597 <cycle 4> [1136]
                                   1             camlOmake_cache__ls_exe_path_unix_2079 <cycle 4> [674]
                                   3             camlOmake_build__save_aux_1861 <cycle 4> [727]
                                   3             camlOmake_cache__fun_2736 <cycle 4> [1961]
                                   3             camlOmake_cache__save_of_cache_1570 <cycle 4> [1087]
                                   4             camlOmake_env__venv_include_object_aux_2457 <cycle 4> [1031]
                                   8             camlOmake_cache__fun_2765 <cycle 4> [1928]
                                  26             camlOmake_eval__parse_ir_1129 <cycle 4> [815]
                                  27             camlOmake_ir_ast__genv_close_1400 <cycle 4> [837]
                                  27             camlOmake_ir_ast__build_options_exp_1882 <cycle 4> [809]
                                  50             camlOmake_build_util__sort_aux_1655 <cycle 4> [1134]
                                 600             camlOmake_build__save_and_finish_scanner_results_1684 <cycle 4> [367]
                                 625             camlOmake_build__start_scanner_1745 <cycle 4> [664]
                                 627             camlOmake_ir_ast__penv_of_vars_3266 <cycle 4> [622]
                                 651             camlOmake_shell_job__array_of_env_1453 <cycle 4> [1705]
                                1976             camlOmake_rule__sources_of_options_1583 <cycle 4> [665]
                                2553             camlOmake_exec__fun_1851 <cycle 4> [1492]
                                2553             camlOmake_exec__wait_select_1617 <cycle 4> [921]
                0.00    0.03       1/396         camlOmake_build__build_core_2110 [14]
                0.00    0.06       2/396         camlOmake_env__venv_set_pervasives_2780 [121]
                0.01    0.09       3/396         camlOmake_cache__fun_2592 [139]
[53]     3.1    0.09    0.40    9744+500854  camlLm_map__fold_1788 <cycle 4> [53]
                0.01    0.31  248173/248173      camlOmake_ir_ast__fun_4438 [69]
                0.00    0.03   18228/18228       camlOmake_shell_job__fun_2224 [266]
                0.01    0.01   33635/12369077     camlLm_map__filter_add_1360 <cycle 3> [130]
                0.01    0.00  500995/1591392     caml_apply3 [192]
                0.01    0.00  179288/179288      camlOmake_cache__fun_2584 [408]
                0.00    0.00    5786/5786        camlOmake_cache__fun_2589 [505]
                0.00    0.00    3600/12369077     camlLm_set__union_aux_1354 <cycle 3> [1388]
                0.00    0.00   31401/1197089     camlLm_map__add_1378 [153]
                0.00    0.00    3600/47540       camlLm_set__union_1362 [434]
                0.00    0.00      90/12369077     camlLm_set__add_1144 <cycle 3> [390]
                0.00    0.00   13714/13714       camlOmake_ir_ast__fun_4133 [1435]
                0.00    0.00   13130/13130       camlOmake_env__fun_4281 [1438]
                0.00    0.00    5104/5104        camlOmake_exec__fun_1856 [1494]
                0.00    0.00    5104/5104        camlOmake_exec_local__fun_1541 [1495]
                0.00    0.00    3600/3600        camlOmake_build__fun_2773 [1530]
                0.00    0.00    2234/2649        camlLm_map__add_1978 [1562]
                0.00    0.00    2234/2234        camlOmake_cache__fun_2771 [1583]
                0.00    0.00    2224/2224        camlOmake_cache__fun_2774 [1584]
                0.00    0.00     756/756         camlOmake_env__fun_4263 [1686]
                0.00    0.00     116/141         camlOmake_ir_ast__add_var_1111 [1750]
                0.00    0.00     116/116         camlOmake_ir_ast__fun_4219 [1754]
                0.00    0.00      90/90          camlOmake_build__fun_3171 [1765]
                0.00    0.00      30/30          camlOmake_build__fun_3352 [1839]
                                1886             camlOmake_rule__fun_2586 <cycle 4> [634]
                                1250             camlOmake_build_util__fun_2155 <cycle 4> [494]
                              500854             camlLm_map__fold_1788 <cycle 4> [53]
-----------------------------------------------
                               37951             camlOmake_node__new_dir_3323 <cycle 4> [1398]
                              495945             camlOmake_node__new_file_3329 <cycle 4> [66]
[54]     3.0    0.01    0.47  533896         camlOmake_node__new_path_3317 <cycle 4> [54]
                0.01    0.46  533896/533901      camlLm_filename_util__filename_path_1094 [56]
                                5238             camlList__fold_left_1073 <cycle 4> [88]
                                5238             camlOmake_node__make_dir_3297 <cycle 4> [1491]
-----------------------------------------------
                0.00    0.01   33797/1060278     camlOmake_node__fine_hash_1533 [201]
                0.00    0.01   33797/1060278     camlOmake_node__coarse_hash_1587 [197]
                0.12    0.32  992684/1060278     camlOmake_node__add_node_2806 [27]
[55]     2.9    0.13    0.34 1060278         camlLm_hash_code__add_string_1024 [55]
                0.34    0.00 13797692/20366560     camlLm_hash_code__add_truncated_bits_1015 [52]
-----------------------------------------------
                0.00    0.00       2/533901      camlOmake_node__entry [68]
                0.00    0.00       3/533901      camlOmake_node__getcwd_3300 [1022]
                0.01    0.46  533896/533901      camlOmake_node__new_path_3317 <cycle 4> [54]
[56]     2.9    0.01    0.46  533901         camlLm_filename_util__filename_path_1094 [56]
                0.05    0.36  533901/533926      camlLm_string_util__str_split_1172 [63]
                0.04    0.00  533901/533901      camlLm_filename_util__filename_string_1087 [199]
                0.01    0.00  533901/533926      camlLm_string_util__split_1165 [403]
-----------------------------------------------
                0.00    0.00     201/30363251     camlOmake_build__main_loop_2027 <cycle 4> [221]
                0.00    0.00    1326/30363251     camlOmake_cache__deps_equal_1854 [888]
                0.20    0.00 12859010/30363251     camlLm_map__new_red_1295 [60]
                0.27    0.00 17502714/30363251     camlLm_map__new_black_1290 [49]
[57]     2.9    0.47    0.00 30363251         camlLm_map__cardinality_1286 [57]
-----------------------------------------------
                0.00    0.00       1/5223        caml_alloc [765]
